No.,Target Azimuth,Target Elevation,Stimuli,HRTF type,Repetition,Player’s Azimuth,Player’s Elevation,Reaction Time,FlagMinus
189,120,0,Footstep,Generic,2,120.75,-337.05,7.603027,0
190,90,0,PinkNoise,Generic,4,274.45,-347.85,14.17822,1
191,60,0,Footstep,3D_Based,1,58.69997,-332.3,5.895264,0
192,180,0,Footstep,3D_Based,4,2.85,-358.7,5.442383,0
193,30,30,PinkNoise,DL_Based,2,29.75003,-324.5,6.790039,0
194,120,0,PinkNoise,Generic,1,250.65,-331.95,12.56494,1
195,0,0,PinkNoise,Generic,1,359.05,-354.25,5.46875,1
196,120,30,Footstep,3D_Based,2,234.2,-336.35,7.481934,1
197,180,0,Footstep,Generic,4,348.25,-347.75,20.70166,1
198,180,30,Footstep,DL_Based,1,338.35,-325.95,8.924072,1
199,60,30,Footstep,Generic,1,69,-356.9,9.27002,0
200,30,0,Footstep,3D_Based,4,326.3,-342.95,6.255859,1
201,30,0,Footstep,DL_Based,3,331.2,-3.150005,11.11011,1
202,60,30,PinkNoise,3D_Based,2,300,-357.1,9.671387,1
203,0,0,Footstep,Generic,4,2.900004,-344.1,7.643066,1
204,60,0,PinkNoise,DL_Based,1,300.0999,-350.9,10.29736,1
205,90,0,PinkNoise,DL_Based,4,89.64998,-351.35,5.615479,0
206,0,30,PinkNoise,Generic,4,1.8,-346.95,7.908936,0
207,0,30,PinkNoise,3D_Based,4,4.6,-355.05,3.922363,0
208,30,0,PinkNoise,3D_Based,4,31.75001,-9.700009,5.588379,0
209,0,30,PinkNoise,DL_Based,3,5.850003,-355,7.803467,0
210,120,0,PinkNoise,Generic,4,123.75,-346.6,12.57813,0
211,30,30,Footstep,3D_Based,3,322.55,-328.9,5.989258,1
212,90,30,Footstep,Generic,3,98.85001,-333.65,6.108887,0
213,90,30,PinkNoise,DL_Based,1,263.4,-327.45,6.895996,1
214,90,30,PinkNoise,DL_Based,2,91.25001,-329.05,13.63208,0
215,90,0,PinkNoise,3D_Based,3,90.95006,-0.3499912,20.10107,0
216,180,0,PinkNoise,3D_Based,4,359.15,-357.05,5.895752,0
217,90,0,PinkNoise,Generic,3,98.59999,-350.7,23.90259,0
218,90,0,Footstep,DL_Based,1,94.25003,-357.15,6.214844,0
219,120,0,Footstep,3D_Based,1,124.45,-348.1,6.883545,0
220,150,0,Footstep,Generic,2,219.2,-350.85,10.28394,1
221,0,30,Footstep,3D_Based,3,346.55,-324.85,13.56543,1
222,0,30,Footstep,3D_Based,4,353.05,-323.95,17.0332,1
223,30,30,PinkNoise,3D_Based,3,325.6,-6.599992,6.549316,1
224,30,0,PinkNoise,3D_Based,2,30.34998,-5.800003,12.40479,0
225,60,30,Footstep,Generic,2,301.25,-334.05,15.84497,1
226,180,30,PinkNoise,3D_Based,3,2.750019,-9.400063,17.32788,1
227,90,30,PinkNoise,3D_Based,1,94.85,-9.500028,8.043213,0
228,30,0,PinkNoise,3D_Based,1,337.3,-10.15003,10.33716,1
229,90,0,Footstep,Generic,4,89.19998,-9.500009,16.99316,0
230,120,0,Footstep,DL_Based,3,238,-346.75,20.7417,1
231,60,0,Footstep,3D_Based,2,295.6499,-340.2,13.4585,1
232,30,30,Footstep,Generic,4,47.3,-338.65,15.8728,0
233,0,0,PinkNoise,DL_Based,1,0.7499978,-2.950026,14.08545,0
234,30,30,Footstep,Generic,3,330.95,-339.05,6.202393,1
235,120,30,PinkNoise,DL_Based,1,121.3,-337.5,9.229248,0
236,180,30,Footstep,3D_Based,1,1.85,-357.45,6.216309,0
237,0,0,Footstep,3D_Based,2,355.7,-340.6,13.61914,0
238,60,0,PinkNoise,3D_Based,4,61.59997,-338.55,13.21851,0
239,30,30,PinkNoise,Generic,2,35.19995,-327.1501,14.21875,0
240,150,0,PinkNoise,3D_Based,4,197.8,-353.3,7.656494,1
241,150,30,PinkNoise,Generic,3,156.1,-327.3,11.35107,0
242,60,30,Footstep,DL_Based,4,64.45001,-340.05,5.788818,0
243,0,30,Footstep,Generic,4,8.049948,-338.6,12.35083,0
244,150,30,PinkNoise,3D_Based,1,153.3,-346.35,8.670654,0
245,150,0,Footstep,Generic,4,161.15,-347,11.41772,0
246,0,0,PinkNoise,DL_Based,3,351.1,-347.55,7.64209,0
247,90,30,PinkNoise,Generic,1,272.25,-341.75,11.76563,1
248,0,30,PinkNoise,DL_Based,4,359,-349.85,4.855225,1
249,180,0,Footstep,DL_Based,2,180.4,-346.65,6.362305,1
250,150,30,PinkNoise,DL_Based,4,147.95,-328.3,14.7124,0
251,30,0,Footstep,Generic,1,341.6,-340.2,6.776123,1
252,0,0,PinkNoise,3D_Based,2,358.15,-342.3,9.67041,1
253,90,30,Footstep,3D_Based,3,11.05,-90,23.10229,0
254,150,30,PinkNoise,DL_Based,3,152.05,-359,6.642822,0
255,180,30,PinkNoise,DL_Based,3,8.400015,-343.75,7.789307,0
256,30,0,PinkNoise,3D_Based,3,29.4,-355.8,7.189697,0
257,30,0,PinkNoise,Generic,1,330.05,-7.950008,8.762695,1
258,0,30,Footstep,3D_Based,2,359.65,-329.2,6.176514,1
259,150,0,PinkNoise,DL_Based,3,154.6,-352.95,13.125,0
260,0,30,PinkNoise,3D_Based,3,354.65,-4.400012,16.31226,0
261,180,30,Footstep,DL_Based,4,181.75,-324.4,9.164307,0
262,120,30,PinkNoise,DL_Based,2,233.5,-324.55,4.681152,1
263,180,0,Footstep,DL_Based,1,182.8,-324.9001,12.53906,1
264,60,0,PinkNoise,Generic,1,58.65002,-341.8,11.89771,0
265,120,30,Footstep,DL_Based,4,128.85,-323.4,7.683105,0
266,150,30,PinkNoise,3D_Based,3,148.25,-0.3500064,6.442627,0
267,150,0,PinkNoise,DL_Based,1,146.15,-8.150019,14.21802,0
