No.,Target Azimuth,Target Elevation,Stimuli,HRTF type,Repetition,Player’s Azimuth,Player’s Elevation,Reaction Time
385,60,30,Footstep,3D_Based,2,-48.09964,26.49924,6.376709
386,90,30,Footstep,3D_Based,1,87.30036,23.99924,16.59131
387,90,0,PinkNoise,3D_Based,3,89.40038,27.29926,3.668701
388,60,30,Footstep,Generic,5,-44.4996,-1.450754,6.462158
389,120,0,Footstep,DL_Based,5,-115.5995,-1.650752,4.767334
390,150,0,PinkNoise,3D_Based,1,-156.4495,-1.300746,4.04126
391,30,0,Footstep,DL_Based,1,-7.79953,-1.150744,6.336182
392,120,30,PinkNoise,DL_Based,4,157.5004,-0.8507428,5.881836
393,120,30,PinkNoise,Generic,2,106.8004,-0.5007377,3.362305
394,60,30,Footstep,DL_Based,3,-45.94958,-1.750747,7.029785
395,90,0,Footstep,3D_Based,5,-91.54956,-1.550741,6.924072
396,30,0,PinkNoise,DL_Based,2,45.20045,-1.60074,3.987793
397,60,30,PinkNoise,3D_Based,4,45.35049,22.74927,2.58667
398,90,30,PinkNoise,3D_Based,3,-92.79947,28.54926,4.1604
399,180,30,PinkNoise,DL_Based,3,-179.7494,0.09924316,4.755615
400,150,30,PinkNoise,DL_Based,3,-134.8494,-3.400749,6.105469
401,90,0,Footstep,Generic,2,-87.89941,-1.850751,5.439941
402,60,0,PinkNoise,3D_Based,4,-57.39941,31.89923,6.216309
403,0,30,Footstep,DL_Based,2,24.15057,1.749237,6.256592
404,180,0,Footstep,3D_Based,4,-177.0494,29.84924,4.991211
405,150,0,PinkNoise,3D_Based,4,-147.0994,28.69925,5.374756
406,150,0,PinkNoise,Generic,1,153.1506,29.24924,3.62793
407,150,30,Footstep,Generic,3,157.5006,29.39923,4.4646
408,0,0,Footstep,Generic,3,4.250531,30.59924,6.862793
409,0,30,Footstep,Generic,4,3.750532,32.29922,4.224609
410,150,0,Footstep,Generic,3,-140.7995,30.54922,6.76123
411,30,0,Footstep,DL_Based,2,44.25053,26.64923,6.588379
412,180,30,PinkNoise,DL_Based,5,-140.7494,-1.350776,6.592285
413,90,0,Footstep,DL_Based,4,99.60056,1.949219,6.801758
414,90,0,PinkNoise,3D_Based,5,85.40055,32.34924,3.519043
415,60,30,PinkNoise,Generic,4,-46.04947,-2.100767,4.375
416,120,30,Footstep,DL_Based,1,134.3005,-1.050768,6.134033
417,120,0,PinkNoise,3D_Based,2,-134.4995,30.49924,3.388672
418,0,0,PinkNoise,DL_Based,5,12.50054,0.6992188,5.244629
419,0,0,Footstep,DL_Based,4,4.250547,0.3492432,5.414551
420,0,0,Footstep, Generic,4,4.250547,0.3492432,5.414551
