No.,Target Azimuth,Target Elevation,Stimuli,HRTF type,Repetition,Player’s Azimuth,Player’s Elevation,Reaction Time,FlagMinus
108,150,30,Footstep,DL_Based,4,154.4,-333.3,13.61865,0
109,180,0,Footstep,Generic,3,183.6,-2.499998,5.641235,0
110,180,0,PinkNoise,3D_Based,3,176.8,-338.1,9.977783,0
111,0,0,Footstep,Generic,4,4.50001,-338.9,17.30042,0
112,0,30,PinkNoise,3D_Based,4,4.30001,-336.05,11.33777,0
113,0,30,PinkNoise,DL_Based,1,355.4,-335.65,14.8324,0
114,90,0,PinkNoise,3D_Based,2,90.15004,-342.3,13.11169,0
115,120,30,Footstep,3D_Based,1,118.25,-324.85,13.73877,0
116,30,30,Footstep,3D_Based,2,30.84999,-323.55,4.681763,0
117,90,0,PinkNoise,DL_Based,1,89.80003,-326.8,9.016846,0
118,150,0,PinkNoise,Generic,2,218.8,-332.25,11.00427,1
119,120,30,Footstep,Generic,2,242.8,-338.4,11.8313,1
120,120,0,Footstep,DL_Based,4,242.25,-339.6,11.04431,1
121,0,30,Footstep,DL_Based,4,5.999977,-323.25,9.083496,1
122,0,30,Footstep,Generic,1,8.85002,-315.45,17.20667,1
123,30,30,PinkNoise,DL_Based,3,337.05,-323.45,15.04578,1
124,90,0,Footstep,Generic,4,100.2,-355.85,4.361694,0
125,30,30,Footstep,3D_Based,4,335.4,-328.1,6.962769,1
126,90,0,PinkNoise,3D_Based,1,270.6,-345.65,6.029053,1
127,90,30,PinkNoise,Generic,3,104.25,-328.15,2.61438,0
128,90,30,Footstep,3D_Based,1,87.59998,-334.5,3.107178,0
129,180,30,Footstep,Generic,4,180.45,-332.55,21.06213,0
130,60,0,PinkNoise,3D_Based,1,301.4,-338.6,8.523315,1
131,90,30,PinkNoise,Generic,4,95.29995,-339.15,5.442261,0
132,180,0,PinkNoise,3D_Based,2,182.4,-1.800006,9.030029,0
133,0,0,Footstep,3D_Based,1,2.25,-349.55,10.95093,0
134,60,0,Footstep,Generic,4,303.45,-342.75,8.896973,1
135,60,0,PinkNoise,DL_Based,3,304.05,-347.35,10.21606,1
136,120,0,PinkNoise,DL_Based,1,119.95,-335.55,6.977051,0
137,180,0,PinkNoise,3D_Based,1,174.9,-339.05,11.20435,0
138,180,0,Footstep,3D_Based,4,181.1,-356.9,5.108643,0
139,150,30,PinkNoise,Generic,3,161.05,-337.5,8.016602,0
140,30,0,Footstep,3D_Based,2,28.45001,-350,5.121826,0
